,datetime,channel,store_code,bill_size,source
8010722,2021-01-07 20:25:00,Delivery,D424,128182.0,AGG-FOODY
8010729,2021-01-07 20:26:58,Dinein,D424,458182.0,Store
8010866,2021-01-07 20:46:20,Dinein,D424,10909.0,Store
8010872,2021-01-07 20:48:00,Pickup,D424,290909.0,Store
8010901,2021-01-07 20:53:00,Delivery,D424,248182.0,Store
8011040,2021-01-07 21:22:00,Pickup,D424,99091.0,Store
8011053,2021-01-07 21:26:00,Pickup,D424,180909.0,Store
8011326,2021-01-08 10:51:00,Pickup,D424,228182.0,Store
8011589,2021-01-08 11:26:29,Dinein,D424,180909.0,Store
8011634,2021-01-08 11:30:20,Dinein,D424,343636.0,Store
8011670,2021-01-08 11:36:00,Pickup,D424,125455.0,Store
8011702,2021-01-08 11:39:00,Pickup,D424,342727.0,Store
8011741,2021-01-08 11:43:00,Delivery,D424,128182.0,AGG-FOODY
8011832,2021-01-08 11:54:15,Dinein,D424,10909.0,Store
8011903,2021-01-08 12:01:00,Delivery,D424,248182.0,Store
8011971,2021-01-08 12:08:27,Dinein,D424,206364.0,Store
8012088,2021-01-08 12:20:00,Pickup,D424,146364.0,Store
8012175,2021-01-08 12:29:10,Dinein,D424,317273.0,Store
8012518,2021-01-08 13:39:00,Delivery,D424,236364.0,AGG-FOODY
8012558,2021-01-08 13:51:00,Pickup,D424,217273.0,AGG-GRAB
8012573,2021-01-08 13:55:00,Pickup,D424,143636.0,AGG-GRAB
8012622,2021-01-08 14:07:00,Pickup,D424,117273.0,Store
8012949,2021-01-08 15:26:00,Pickup,D424,228182.0,Store
8012988,2021-01-08 15:33:00,Pickup,D424,108182.0,Store
8012993,2021-01-08 15:34:00,Pickup,D424,35455.0,Store
8013470,2021-01-08 16:40:00,Pickup,D424,300909.0,Store
8013594,2021-01-08 16:53:00,Pickup,D424,246364.0,Store
8013639,2021-01-08 16:57:58,Dinein,D424,261818.0,Store
8013727,2021-01-08 17:04:26,Dinein,D424,143636.0,Store
8013743,2021-01-08 17:06:00,Pickup,D424,536364.0,AGG-GRAB
8013797,2021-01-08 17:09:15,Dinein,D424,408182.0,Store
8013899,2021-01-08 17:16:00,Delivery,D424,124545.0,AGG-FOODY
8013986,2021-01-08 17:22:00,Pickup,D424,99682.0,CallCenter
8014284,2021-01-08 17:38:00,Pickup,D424,262727.0,Store
8014413,2021-01-08 17:45:00,Pickup,D424,264545.0,Store
8014415,2021-01-08 17:45:00,Pickup,D424,108182.0,Store
8014679,2021-01-08 17:59:00,Pickup,D424,45455.0,Store
8014719,2021-01-08 18:01:00,Pickup,D424,100000.0,Store
8014754,2021-01-08 18:02:20,Dinein,D424,316364.0,Store
8014792,2021-01-08 18:04:11,Dinein,D424,299091.0,Store
8015319,2021-01-08 18:31:00,Pickup,D424,190000.0,Store
8015350,2021-01-08 18:32:56,Dinein,D424,317273.0,Store
8015467,2021-01-08 18:37:30,Dinein,D424,260909.0,Store
8015560,2021-01-08 18:42:35,Dinein,D424,299091.0,Store
8015669,2021-01-08 18:48:00,Pickup,D424,108182.0,Store
8015702,2021-01-08 18:49:23,Dinein,D424,190000.0,Store
8015950,2021-01-08 19:03:00,Pickup,D424,246364.0,Store
8016135,2021-01-08 19:13:04,Dinein,D424,386364.0,Store
8016179,2021-01-08 19:16:00,Pickup,D424,243636.0,Store
8016204,2021-01-08 19:17:00,Pickup,D424,108182.0,Store
8016293,2021-01-08 19:22:10,Dinein,D424,143636.0,Store
8016349,2021-01-08 19:25:15,Dinein,D424,423636.0,Store
8016479,2021-01-08 19:33:00,Pickup,D424,228182.0,Store
8016651,2021-01-08 19:44:00,Pickup,D424,71818.0,Store
8016705,2021-01-08 19:47:00,Pickup,D424,140000.0,AGG-GRAB
8016791,2021-01-08 19:54:00,Pickup,D424,108182.0,Store
8016953,2021-01-08 20:05:00,Pickup,D424,108182.0,Store
8017138,2021-01-08 20:21:00,Pickup,D424,228182.0,Store
8017212,2021-01-08 20:28:16,Dinein,D424,350909.0,Store
8017292,2021-01-08 20:36:43,Dinein,D424,408182.0,Store
8017376,2021-01-08 20:46:07,Dinein,D424,71818.0,Store
8017458,2021-01-08 20:59:00,Delivery,D424,499091.0,WEBISTE
8017473,2021-01-08 21:01:44,Dinein,D424,100000.0,Store
8017517,2021-01-08 21:07:00,Pickup,D424,71818.0,Store
8017678,2021-01-09 09:09:00,Pickup,D424,372727.0,Store
8017714,2021-01-09 09:42:00,Pickup,D424,117273.0,Store
8017766,2021-01-09 09:57:00,Pickup,D424,228182.0,Store
8017887,2021-01-09 10:14:54,Dinein,D424,325455.0,Store
8017986,2021-01-09 10:28:48,Dinein,D424,100000.0,Store
8018037,2021-01-09 10:33:15,Dinein,D424,298182.0,Store
8018067,2021-01-09 10:36:00,Delivery,D424,248182.0,CallCenter
8018136,2021-01-09 10:43:00,Delivery,D424,284545.0,WEBISTE
8018167,2021-01-09 10:45:00,Delivery,D424,336364.0,AGG-FOODY
8018181,2021-01-09 10:46:00,Delivery,D424,283636.0,CallCenter
8018299,2021-01-09 10:56:00,Pickup,D424,343636.0,Store
8018810,2021-01-09 11:25:20,Dinein,D424,387273.0,Store
8018860,2021-01-09 11:28:34,Dinein,D424,523636.0,Store
8018937,2021-01-09 11:32:00,Pickup,D424,190000.0,Store
8018972,2021-01-09 11:34:06,Dinein,D424,35455.0,Store
8019228,2021-01-09 11:46:00,Pickup,D424,252727.0,Store
8019373,2021-01-09 11:52:40,Dinein,D424,1340000.0,Store
8019501,2021-01-09 11:59:00,Pickup,D424,70909.0,Store
8019537,2021-01-09 12:01:00,Pickup,D424,99091.0,Store
8020006,2021-01-09 12:23:00,Delivery,D424,248182.0,CallCenter
8020020,2021-01-09 12:23:00,Delivery,D424,426364.0,CallCenter
8020337,2021-01-09 12:38:00,Pickup,D424,108182.0,Store
8020781,2021-01-09 13:03:11,Dinein,D424,322727.0,Store
8020830,2021-01-09 13:08:00,Delivery,D424,210000.0,AGG-FOODY
8020937,2021-01-09 13:17:00,Delivery,D424,180909.0,CallCenter
8020966,2021-01-09 13:19:00,Delivery,D424,190000.0,Store
8021024,2021-01-09 13:24:00,Pickup,D424,228182.0,Store
8021446,2021-01-09 14:13:00,Delivery,D424,272727.0,AGG-FOODY
8021457,2021-01-09 14:14:08,Dinein,D424,54545.0,Store
8021573,2021-01-09 14:31:00,Pickup,D424,228182.0,Store
8021765,2021-01-09 14:55:00,Pickup,D424,219091.0,Store
8022075,2021-01-09 15:30:00,Pickup,D424,228182.0,Store
8022093,2021-01-09 15:32:00,Delivery,D424,248182.0,CallCenter
8022201,2021-01-09 15:47:00,Pickup,D424,264545.0,CallCenter
8022273,2021-01-09 15:55:00,Pickup,D424,180909.0,Store
8022380,2021-01-09 16:05:00,Delivery,D424,248182.0,CallCenter
8022476,2021-01-09 16:14:00,Pickup,D424,243636.0,Store
8022680,2021-01-09 16:30:00,Delivery,D424,357273.0,Store
8022737,2021-01-09 16:34:00,Pickup,D424,228182.0,Store
8022771,2021-01-09 16:38:00,Pickup,D424,90000.0,Store
8022800,2021-01-09 16:40:00,Pickup,D424,219091.0,Store
8022818,2021-01-09 16:41:56,Dinein,D424,225455.0,Store
8023075,2021-01-09 17:01:00,Pickup,D424,180909.0,Store
8023217,2021-01-09 17:09:00,Pickup,D424,108182.0,AGG-GRAB
8023345,2021-01-09 17:17:00,Pickup,D424,353636.0,Store
8023375,2021-01-09 17:18:00,Pickup,D424,263636.0,CallCenter
8023492,2021-01-09 17:24:45,Dinein,D424,100000.0,Store
8023914,2021-01-09 17:46:00,Delivery,D424,236364.0,AGG-FOODY
8023940,2021-01-09 17:47:00,Delivery,D424,248182.0,CallCenter
8024372,2021-01-09 18:04:00,Pickup,D424,262727.0,Store
8024441,2021-01-09 18:07:00,Pickup,D424,99091.0,Store
8024624,2021-01-09 18:14:53,Dinein,D424,299091.0,Store
8024654,2021-01-09 18:15:45,Dinein,D424,541818.0,Store
8024770,2021-01-09 18:19:59,Dinein,D424,241818.0,Store
8024930,2021-01-09 18:25:00,Delivery,D424,128182.0,AGG-FOODY
8024941,2021-01-09 18:25:45,Dinein,D424,525455.0,Store
8025116,2021-01-09 18:31:00,Pickup,D424,246364.0,Store
8025188,2021-01-09 18:34:00,Pickup,D424,208182.0,AGG-GRAB
8025308,2021-01-09 18:38:13,Dinein,D424,71818.0,Store
8025348,2021-01-09 18:40:00,Pickup,D424,217273.0,AGG-GRAB
8025444,2021-01-09 18:44:00,Pickup,D424,208182.0,AGG-GRAB
8025558,2021-01-09 18:48:00,Pickup,D424,217273.0,AGG-GRAB
8025619,2021-01-09 18:50:00,Pickup,D424,180000.0,AGG-GRAB
8025657,2021-01-09 18:51:00,Pickup,D424,300909.0,CallCenter
8025766,2021-01-09 18:55:00,Pickup,D424,180909.0,AGG-GRAB
8025838,2021-01-09 18:57:00,Pickup,D424,108182.0,Store
8025846,2021-01-09 18:57:40,Dinein,D424,371818.0,Store
8026474,2021-01-09 19:21:16,Dinein,D424,207273.0,Store
8026562,2021-01-09 19:24:56,Dinein,D424,299091.0,Store
8026684,2021-01-09 19:28:28,Dinein,D424,324545.0,Store
8026794,2021-01-09 19:33:03,Dinein,D424,450000.0,Store
8026876,2021-01-09 19:37:00,Pickup,D424,99091.0,Store
8026942,2021-01-09 19:40:00,Pickup,D424,343636.0,CallCenter
8026956,2021-01-09 19:41:00,Pickup,D424,228182.0,Store
8027031,2021-01-09 19:44:00,Delivery,D424,248182.0,CallCenter
8027062,2021-01-09 19:46:00,Pickup,D424,108182.0,AGG-GRAB
8027236,2021-01-09 19:54:34,Dinein,D424,225455.0,Store
8027317,2021-01-09 19:58:59,Dinein,D424,108182.0,Store
8027375,2021-01-09 20:02:00,Pickup,D424,228182.0,Store
8027411,2021-01-09 20:04:00,Pickup,D424,208182.0,Store
8027515,2021-01-09 20:09:00,Pickup,D424,190000.0,Store
8027572,2021-01-09 20:13:05,Dinein,D424,35455.0,Store
8027591,2021-01-09 20:14:23,Dinein,D424,548182.0,Store
8027616,2021-01-09 20:16:59,Dinein,D424,243636.0,Store
8027665,2021-01-09 20:19:12,Dinein,D424,108182.0,Store
8027682,2021-01-09 20:20:47,Dinein,D424,422727.0,Store
8027730,2021-01-09 20:24:00,Pickup,D424,180909.0,Store
8027756,2021-01-09 20:25:40,Dinein,D424,90000.0,Store
8027821,2021-01-09 20:30:29,Dinein,D424,299091.0,Store
8027871,2021-01-09 20:35:00,Pickup,D424,190000.0,Store
8027955,2021-01-09 20:43:00,Pickup,D424,272727.0,Store
8027982,2021-01-09 20:45:00,Pickup,D424,71818.0,Store
8028031,2021-01-09 20:49:46,Dinein,D424,307273.0,Store
8028091,2021-01-09 20:56:00,Pickup,D424,252727.0,AGG-GRAB
8028534,2021-01-10 09:36:00,Pickup,D424,180909.0,Store
8028616,2021-01-10 09:55:00,Pickup,D424,353636.0,Store
8028697,2021-01-10 10:09:00,Pickup,D424,215455.0,Store
8028753,2021-01-10 10:13:04,Dinein,D424,180909.0,Store
8028759,2021-01-10 10:14:00,Pickup,D424,125455.0,Store
8028794,2021-01-10 10:17:00,Pickup,D424,310000.0,CallCenter
8029025,2021-01-10 10:36:00,Pickup,D424,300909.0,CallCenter
8029058,2021-01-10 10:38:00,Pickup,D424,208182.0,Store
8029194,2021-01-10 10:47:00,Delivery,D424,284545.0,CallCenter
8029204,2021-01-10 10:48:00,Delivery,D424,270909.0,Store
8029791,2021-01-10 11:18:48,Dinein,D424,108182.0,Store
8029830,2021-01-10 11:21:00,Pickup,D424,108182.0,Store
8030068,2021-01-10 11:29:55,Dinein,D424,10909.0,Store
8030213,2021-01-10 11:35:00,Pickup,D424,108182.0,Store
8030240,2021-01-10 11:36:00,Pickup,D424,343636.0,AGG-GRAB
8030287,2021-01-10 11:38:00,Pickup,D424,234545.0,AGG-GRAB
8030338,2021-01-10 11:40:00,Delivery,D424,320909.0,CallCenter
8030370,2021-01-10 11:41:38,Dinein,D424,470909.0,Store
8030476,2021-01-10 11:45:21,Dinein,D424,289091.0,Store
8030646,2021-01-10 11:51:00,Delivery,D424,248182.0,CallCenter
8030673,2021-01-10 11:52:00,Delivery,D424,190909.0,AGG-FOODY
8030842,2021-01-10 11:59:00,Delivery,D424,317273.0,WEBISTE
8030967,2021-01-10 12:03:00,Pickup,D424,180909.0,Store
8031065,2021-01-10 12:07:00,Pickup,D424,228182.0,Store
8031244,2021-01-10 12:13:21,Dinein,D424,216364.0,Store
8031381,2021-01-10 12:18:53,Dinein,D424,35455.0,Store
8031422,2021-01-10 12:20:29,Dinein,D424,343636.0,Store
8031573,2021-01-10 12:26:15,Dinein,D424,251818.0,Store
8031582,2021-01-10 12:27:00,Delivery,D424,357273.0,CallCenter
8031606,2021-01-10 12:28:00,Pickup,D424,71818.0,Store
8031639,2021-01-10 12:29:45,Dinein,D424,350909.0,Store
8032342,2021-01-10 13:01:30,Dinein,D424,122864.0,Store
8032536,2021-01-10 13:15:00,Delivery,D424,119091.0,AGG-FOODY
8032632,2021-01-10 13:20:50,Dinein,D424,317273.0,Store
8032662,2021-01-10 13:23:00,Delivery,D424,128182.0,AGG-FOODY
8032818,2021-01-10 13:33:15,Dinein,D424,299091.0,Store
8032889,2021-01-10 13:38:46,Dinein,D424,152727.0,Store
8033029,2021-01-10 13:50:00,Delivery,D424,248182.0,WEBISTE
8033045,2021-01-10 13:51:35,Dinein,D424,198182.0,Store
8033287,2021-01-10 14:13:33,Dinein,D424,352727.0,Store
8033475,2021-01-10 14:32:00,Pickup,D424,354545.0,Store
8033627,2021-01-10 14:50:00,Delivery,D424,284545.0,WEBISTE
8033645,2021-01-10 14:51:00,Delivery,D424,128182.0,AGG-FOODY
8033657,2021-01-10 14:52:00,Delivery,D424,128182.0,AGG-FOODY
8033673,2021-01-10 14:54:00,Pickup,D424,108182.0,Store
8033730,2021-01-10 15:00:00,Pickup,D424,108182.0,Store
8033921,2021-01-10 15:18:00,Pickup,D424,108182.0,Store
8034076,2021-01-10 15:34:00,Delivery,D424,153636.0,CallCenter
8034175,2021-01-10 15:43:00,Pickup,D424,190000.0,Store
8034252,2021-01-10 15:48:02,Dinein,D424,170000.0,Store
8034398,2021-01-10 16:00:00,Pickup,D424,219091.0,Store
8034553,2021-01-10 16:12:00,Pickup,D424,108182.0,AGG-GRAB
8034569,2021-01-10 16:13:00,Pickup,D424,108182.0,Store
8034652,2021-01-10 16:19:00,Pickup,D424,108182.0,AGG-GRAB
8034745,2021-01-10 16:25:00,Pickup,D424,332727.0,AGG-GRAB
8034746,2021-01-10 16:25:00,Delivery,D424,580000.0,WEBISTE
8034757,2021-01-10 16:26:00,Delivery,D424,248182.0,Store
8034809,2021-01-10 16:29:00,Pickup,D424,190000.0,Store
8034813,2021-01-10 16:29:00,Delivery,D424,291818.0,AGG-FOODY
8034816,2021-01-10 16:29:00,Delivery,D424,200000.0,AGG-FOODY
8034837,2021-01-10 16:31:00,Pickup,D424,180909.0,Store
8034906,2021-01-10 16:36:00,Pickup,D424,108182.0,Store
8034938,2021-01-10 16:38:00,Pickup,D424,362727.0,AGG-GRAB
8034990,2021-01-10 16:41:00,Pickup,D424,190000.0,AGG-GRAB
8035052,2021-01-10 16:46:00,Pickup,D424,264545.0,Store
8035123,2021-01-10 16:50:00,Pickup,D424,108182.0,Store
8035213,2021-01-10 16:54:00,Pickup,D424,108182.0,AGG-GRAB
8035249,2021-01-10 16:56:00,Delivery,D424,383636.0,CallCenter
8035342,2021-01-10 17:01:00,Pickup,D424,153636.0,AGG-GRAB
8035392,2021-01-10 17:04:32,Dinein,D424,317273.0,Store
8035489,2021-01-10 17:09:00,Delivery,D424,248182.0,CallCenter
8035566,2021-01-10 17:13:00,Pickup,D424,253636.0,CallCenter
8035577,2021-01-10 17:13:22,Dinein,D424,224545.0,Store
8035694,2021-01-10 17:19:00,Pickup,D424,307273.0,Store
8035721,2021-01-10 17:20:00,Pickup,D424,298182.0,WEBISTE
8035767,2021-01-10 17:22:37,Dinein,D424,470909.0,Store
8035873,2021-01-10 17:27:10,Dinein,D424,175455.0,Store
8035910,2021-01-10 17:29:00,Pickup,D424,246364.0,Store
8036007,2021-01-10 17:33:00,Pickup,D424,253636.0,Store
8036072,2021-01-10 17:36:00,Pickup,D424,219091.0,Store
8036125,2021-01-10 17:38:00,Delivery,D424,411818.0,CallCenter
8036205,2021-01-10 17:41:00,Pickup,D424,310000.0,Store
8036217,2021-01-10 17:42:00,Pickup,D424,246364.0,Store
8036319,2021-01-10 17:45:28,Dinein,D424,299091.0,Store
8036399,2021-01-10 17:48:19,Dinein,D424,280909.0,Store
8036476,2021-01-10 17:51:00,Pickup,D424,135455.0,Store
8036520,2021-01-10 17:52:26,Dinein,D424,413636.0,Store
8036527,2021-01-10 17:53:00,Delivery,D424,317273.0,AGG-FOODY
8036537,2021-01-10 17:53:00,Delivery,D424,266364.0,CallCenter
8036588,2021-01-10 17:55:00,Pickup,D424,180909.0,Store
8037065,2021-01-10 18:11:00,Pickup,D424,264545.0,Store
8037124,2021-01-10 18:13:00,Pickup,D424,310000.0,Store
8037305,2021-01-10 18:19:00,Pickup,D424,361818.0,Store
8037446,2021-01-10 18:23:19,Dinein,D424,152727.0,Store
8037484,2021-01-10 18:24:28,Dinein,D424,216364.0,Store
8037587,2021-01-10 18:28:00,Delivery,D424,170909.0,Store
8037599,2021-01-10 18:28:51,Dinein,D424,152727.0,Store
8037700,2021-01-10 18:31:42,Dinein,D424,260000.0,Store
8037720,2021-01-10 18:32:00,Delivery,D424,248182.0,CallCenter
8038164,2021-01-10 18:47:00,Pickup,D424,272727.0,Store
8038197,2021-01-10 18:48:05,Dinein,D424,225455.0,Store
8038476,2021-01-10 18:59:00,Pickup,D424,108182.0,Store
8038593,2021-01-10 19:04:00,Pickup,D424,228182.0,Store
8038618,2021-01-10 19:05:00,Pickup,D424,108182.0,Store
8038702,2021-01-10 19:08:11,Dinein,D424,65455.0,Store
8038846,2021-01-10 19:14:00,Pickup,D424,208182.0,Store
8038873,2021-01-10 19:15:00,Pickup,D424,108182.0,Store
8038888,2021-01-10 19:16:00,Pickup,D424,226364.0,AGG-GRAB
8039048,2021-01-10 19:23:00,Pickup,D424,108182.0,AGG-GRAB
8039104,2021-01-10 19:26:00,Pickup,D424,108182.0,Store
8039570,2021-01-10 19:48:24,Dinein,D424,413636.0,Store
8039723,2021-01-10 19:57:00,Pickup,D424,325455.0,Store
8039897,2021-01-10 20:08:00,Pickup,D424,108182.0,Store
8039952,2021-01-10 20:12:00,Pickup,D424,108182.0,Store
8039981,2021-01-10 20:14:00,Delivery,D424,154545.0,AGG-FOODY
8040229,2021-01-10 20:35:00,Pickup,D424,263636.0,Store
8040267,2021-01-10 20:38:00,Pickup,D424,290909.0,Store
8040547,2021-01-10 21:13:00,Pickup,D424,228182.0,Store
8040569,2021-01-10 21:18:00,Pickup,D424,246364.0,Store
8040624,2021-01-10 21:33:00,Pickup,D424,108182.0,AGG-GRAB
8040788,2021-01-11 10:31:00,Pickup,D424,246364.0,Store
8040950,2021-01-11 11:12:00,Pickup,D424,246364.0,Store
8040975,2021-01-11 11:15:30,Dinein,D424,216364.0,Store
8041019,2021-01-11 11:24:00,Pickup,D424,219091.0,Store
8041188,2021-01-11 11:48:49,Dinein,D424,10909.0,Store
8041236,2021-01-11 11:54:00,Delivery,D424,248182.0,WEBISTE
8041436,2021-01-11 12:20:00,Delivery,D424,241818.0,AGG-FOODY
8041541,2021-01-11 12:35:24,Dinein,D424,544545.0,Store
8041585,2021-01-11 12:42:00,Pickup,D424,18182.0,Store
8041621,2021-01-11 12:49:00,Pickup,D424,246364.0,Store
8041869,2021-01-11 13:58:00,Delivery,D424,284545.0,WEBISTE
8041951,2021-01-11 14:26:00,Delivery,D424,284545.0,WEBISTE
8041968,2021-01-11 14:32:00,Pickup,D424,355455.0,Store
8042011,2021-01-11 14:47:00,Pickup,D424,180909.0,Store
8042208,2021-01-11 15:34:00,Delivery,D424,128182.0,AGG-FOODY
8042220,2021-01-11 15:37:00,Pickup,D424,219091.0,Store
8042293,2021-01-11 15:56:00,Pickup,D424,71818.0,Store
8042348,2021-01-11 16:06:56,Dinein,D424,65455.0,Store
8042448,2021-01-11 16:26:00,Pickup,D424,108182.0,Store
8042459,2021-01-11 16:28:00,Pickup,D424,180000.0,AGG-GRAB
8042626,2021-01-11 16:50:00,Dinein,D424,370000.0,Store
8042668,2021-01-11 16:55:00,Delivery,D424,180000.0,WEBISTE
8042712,2021-01-11 16:58:00,Pickup,D424,280000.0,Store
8042731,2021-01-11 17:01:00,Pickup,D424,263636.0,Store
8042806,2021-01-11 17:10:00,Delivery,D424,137273.0,AGG-FOODY
8042891,2021-01-11 17:17:00,Pickup,D424,326364.0,Store
8042927,2021-01-11 17:21:00,Pickup,D424,108182.0,Store
8042960,2021-01-11 17:24:00,Pickup,D424,180909.0,CallCenter
8043424,2021-01-11 18:05:59,Dinein,D424,299091.0,Store
8043478,2021-01-11 18:11:00,Pickup,D424,243636.0,Store
8043805,2021-01-11 18:34:00,Delivery,D424,283636.0,CallCenter
8044390,2021-01-11 19:19:00,Pickup,D424,71818.0,Store
8044421,2021-01-11 19:22:00,Pickup,D424,108182.0,Store
8044514,2021-01-11 19:29:00,Pickup,D424,190000.0,Store
8044570,2021-01-11 19:33:10,Dinein,D424,215455.0,Store
8044685,2021-01-11 19:45:00,Pickup,D424,108182.0,Store
8044834,2021-01-11 19:58:00,Delivery,D424,272727.0,AGG-FOODY
8044859,2021-01-11 20:03:00,Delivery,D424,211818.0,Store
8045316,2021-01-11 21:22:00,Delivery,D424,263636.0,AGG-FOODY
8045331,2021-01-11 21:27:00,Pickup,D424,264545.0,AGG-GRAB
8045354,2021-01-11 21:36:00,Pickup,D424,433636.0,AGG-GRAB
8045439,2021-01-12 09:41:00,Pickup,D424,71818.0,Store
8045449,2021-01-12 09:56:00,Pickup,D424,400000.0,CallCenter
8045468,2021-01-12 10:06:00,Pickup,D424,219091.0,AGG-GRAB
8045583,2021-01-12 10:45:00,Pickup,D424,108182.0,Store
8045603,2021-01-12 10:51:00,Pickup,D424,263636.0,Store
8045689,2021-01-12 11:12:00,Delivery,D424,210000.0,Store
8045690,2021-01-12 11:12:00,Delivery,D424,345455.0,WEBISTE
8045691,2021-01-12 11:12:00,Delivery,D424,284545.0,Store
8045826,2021-01-12 11:33:00,Delivery,D424,119091.0,AGG-FOODY
8045937,2021-01-12 11:50:00,Pickup,D424,155455.0,Store
8046091,2021-01-12 12:12:00,Pickup,D424,308182.0,Store
8046253,2021-01-12 12:35:00,Delivery,D424,299091.0,AGG-FOODY
8046366,2021-01-12 12:56:00,Pickup,D424,108182.0,AGG-GRAB
8046496,2021-01-12 13:33:22,Dinein,D424,10909.0,Store
8046681,2021-01-12 14:43:00,Pickup,D424,270909.0,Store
8046689,2021-01-12 14:49:00,Delivery,D424,720909.0,WEBISTE
8046768,2021-01-12 15:15:44,Dinein,D424,315455.0,Store
8046819,2021-01-12 15:28:00,Pickup,D424,180909.0,Store
8046840,2021-01-12 15:32:27,Dinein,D424,216364.0,Store
8046877,2021-01-12 15:40:13,Dinein,D424,297273.0,Store
8047085,2021-01-12 16:21:00,Pickup,D424,263636.0,Store
8047101,2021-01-12 16:23:00,Pickup,D424,310000.0,Store
8047137,2021-01-12 16:27:23,Dinein,D424,460000.0,Store
8047208,2021-01-12 16:36:29,Dinein,D424,333636.0,Store
8047246,2021-01-12 16:42:00,Pickup,D424,310000.0,Store
8047275,2021-01-12 16:44:00,Pickup,D424,219091.0,Store
8047364,2021-01-12 16:53:00,Pickup,D424,219091.0,Store
8047485,2021-01-12 17:06:00,Pickup,D424,251818.0,Store
8047546,2021-01-12 17:13:12,Dinein,D424,225455.0,Store
8047579,2021-01-12 17:17:27,Dinein,D424,35455.0,Store
8047602,2021-01-12 17:20:00,Pickup,D424,281818.0,Store
8047656,2021-01-12 17:25:22,Dinein,D424,212727.0,Store
8047821,2021-01-12 17:39:00,Pickup,D424,270909.0,Store
8047890,2021-01-12 17:45:00,Delivery,D424,290000.0,AGG-FOODY
8048004,2021-01-12 17:53:00,Delivery,D424,284545.0,Store
8048012,2021-01-12 17:54:00,Pickup,D424,35455.0,WEBISTE
8048248,2021-01-12 18:12:00,Pickup,D424,219091.0,Store
8048249,2021-01-12 18:12:00,Pickup,D424,180909.0,CallCenter
8048322,2021-01-12 18:17:00,Pickup,D424,337273.0,Store
8048350,2021-01-12 18:18:41,Dinein,D424,99091.0,Store
8048500,2021-01-12 18:27:38,Dinein,D424,251818.0,Store
8048557,2021-01-12 18:32:00,Pickup,D424,99682.0,CallCenter
8048573,2021-01-12 18:32:54,Dinein,D424,62727.0,Store
8048666,2021-01-12 18:39:36,Dinein,D424,299091.0,Store
8048698,2021-01-12 18:42:00,Pickup,D424,71818.0,Store
8048737,2021-01-12 18:45:00,Pickup,D424,228182.0,Store
8048987,2021-01-12 19:03:00,Pickup,D424,190000.0,Store
8048996,2021-01-12 19:04:00,Pickup,D424,108182.0,Store
8049127,2021-01-12 19:15:00,Pickup,D424,180909.0,Store
8049161,2021-01-12 19:18:00,Pickup,D424,143636.0,Store
8049183,2021-01-12 19:19:00,Pickup,D424,108182.0,Store
8049220,2021-01-12 19:22:28,Dinein,D424,314545.0,Store
8049254,2021-01-12 19:25:56,Dinein,D424,317273.0,Store
8049299,2021-01-12 19:29:00,Pickup,D424,219091.0,Store
8049316,2021-01-12 19:30:41,Dinein,D424,317273.0,Store
8049355,2021-01-12 19:33:32,Dinein,D424,58182.0,Store
8049407,2021-01-12 19:38:00,Pickup,D424,71818.0,Store
8049482,2021-01-12 19:45:21,Dinein,D424,299091.0,Store
8049513,2021-01-12 19:48:00,Pickup,D424,99091.0,Store
8049528,2021-01-12 19:49:04,Dinein,D424,124545.0,Store
8049560,2021-01-12 19:52:00,Pickup,D424,228182.0,Store
8049653,2021-01-12 20:01:00,Pickup,D424,108182.0,Store
8049684,2021-01-12 20:04:00,Pickup,D424,190000.0,Store
8049737,2021-01-12 20:10:00,Delivery,D424,82727.0,AGG-FOODY-NOW
8049741,2021-01-12 20:10:00,Pickup,D424,161818.0,AGG-GRAB
8050104,2021-01-12 21:03:00,Pickup,D424,337273.0,Store
8050112,2021-01-12 21:04:00,Pickup,D424,262727.0,Store
8050116,2021-01-12 21:05:00,Delivery,D424,45455.0,AGG-FOODY
8050125,2021-01-12 21:09:00,Pickup,D424,228182.0,Store
8050136,2021-01-12 21:12:00,Pickup,D424,219091.0,Store
8050181,2021-01-12 21:19:00,Pickup,D424,117273.0,AGG-GRAB
8050200,2021-01-12 21:22:00,Pickup,D424,108182.0,AGG-GRAB
8050344,2021-01-13 10:25:00,Delivery,D424,320909.0,WEBISTE
8050349,2021-01-13 10:26:57,Dinein,D424,260909.0,Store
8050488,2021-01-13 11:07:00,Pickup,D424,246364.0,Store
8050499,2021-01-13 11:08:42,Dinein,D424,278182.0,Store
8050569,2021-01-13 11:21:28,Dinein,D424,225455.0,Store
8050850,2021-01-13 12:00:00,Pickup,D424,71818.0,Store
8050873,2021-01-13 12:03:00,Pickup,D424,90000.0,Store
8050909,2021-01-13 12:09:00,Pickup,D424,108182.0,AGG-GRAB
8050913,2021-01-13 12:09:08,Dinein,D424,216364.0,Store
8050979,2021-01-13 12:18:41,Dinein,D424,62727.0,Store
8051041,2021-01-13 12:28:15,Dinein,D424,108182.0,Store
8051081,2021-01-13 12:36:00,Pickup,D424,108182.0,AGG-GRAB
8051212,2021-01-13 12:57:35,Dinein,D424,299091.0,Store
8051298,2021-01-13 13:22:00,Delivery,D424,323636.0,AGG-FOODY
8051358,2021-01-13 13:39:27,Dinein,D424,44545.0,Store
8051379,2021-01-13 13:43:06,Dinein,D424,243636.0,Store
